Garage Finish,Screen Porch,Enclosed Porch,Total Bsmt SF,Sale Type,Land Contour,Lot Area,BsmtFin SF 2,Overall Cond,Functional,Exter Qual,Foundation,Sale Condition,Year Built,Mas Vnr Area,SalePrice,Pool Area,Neighborhood,Street,Kitchen Qual,Bsmt Cond,BsmtFin Type 2,Fireplaces,Paved Drive,Bedroom AbvGr,Mas Vnr Type,Exterior 2nd,Kitchen AbvGr,Low Qual Fin SF,House Style,MS Zoning,Garage Area,Roof Style,Bsmt Unf SF,Electrical,TotRms AbvGrd,Garage Yr Blt,Roof Matl,Condition 1,Garage Qual,BsmtFin SF 1,2nd Flr SF,Yr Sold,Central Air,Condition 2,Bsmt Exposure,Year Remod/Add,Gr Liv Area,Open Porch SF,MS SubClass,Heating QC,BsmtFin Type 1,Exter Cond,3Ssn Porch,Garage Cond,Lot Config,Land Slope,Misc Val,Lot Frontage,Bsmt Qual,Garage Cars,Wood Deck SF,Full Bath,Garage Type,Half Bath,Bldg Type,Lot Shape,1st Flr SF,Exterior 1st,Overall Qual,Mo Sold,Bsmt Full Bath,Heating
Fin,0,0,1356.0,New,Lvl,4045,0.0,5,Typ,Gd,PConc,Partial,2006,45.0,246578,0,Blmngtn,Pave,Gd,TA,Unf,1,Y,2,BrkFace,VinylSd,1,0,1Story,RL,648.0,Hip,286.0,SBrkr,6,2006.0,CompShg,Norm,TA,1070.0,0,2006,Y,Norm,Av,2006,1500,20,120,Ex,GLQ,TA,0,TA,Inside,Gtl,0,53.0,Gd,3.0,161,2,Attchd,0,TwnhsE,Reg,1500,VinylSd,7,10,1.0,GasA
Fin,0,0,768.0,WD ,Lvl,10237,0.0,5,Typ,Gd,PConc,Normal,2005,0.0,176000,0,Gilbert,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,400.0,Gable,768.0,SBrkr,6,2005.0,CompShg,RRAn,TA,0.0,768,2007,Y,Norm,No,2006,1536,38,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,65.0,Gd,2.0,100,2,Attchd,1,1Fam,Reg,768,VinylSd,6,6,0.0,GasA
Unf,0,0,0.0,WD ,Lvl,14762,0.0,6,Typ,TA,Slab,Normal,1948,0.0,169000,0,Gilbert,Pave,TA,TA,Unf,1,P,2,None,Plywood,1,53,2Story,RL,672.0,Gable,0.0,SBrkr,7,1979.0,CompShg,Feedr,TA,0.0,720,2006,Y,Norm,No,1950,2320,144,60,Gd,Unf,TA,0,TA,Corner,Gtl,0,69.2075858534085,TA,2.0,120,2,Attchd,0,1Fam,IR2,1547,Plywood,5,5,0.0,GasA
Unf,0,112,483.0,WD ,Bnk,5775,0.0,7,Typ,TA,BrkTil,Normal,1915,0.0,123000,0,OldTown,Pave,Gd,TA,Unf,0,Y,3,None,Wd Sdng,1,0,2Story,RM,379.0,Gable,483.0,SBrkr,7,1915.0,CompShg,Feedr,TA,0.0,686,2009,Y,Norm,No,2002,1427,24,70,Ex,Unf,TA,0,TA,Corner,Mod,0,69.2075858534085,TA,1.0,0,1,Attchd,0,1Fam,IR2,741,Wd Sdng,6,2,0.0,GasA
Fin,0,0,804.0,WD ,Lvl,12209,0.0,5,Typ,TA,PConc,Normal,2001,0.0,215000,0,Mitchel,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,560.0,Gable,114.0,SBrkr,7,2001.0,CompShg,Norm,TA,690.0,1157,2009,Y,Norm,No,2002,1961,192,60,Ex,ALQ,TA,0,TA,CulDSac,Gtl,0,71.0,Ex,2.0,125,2,BuiltIn,1,1Fam,IR1,804,VinylSd,6,6,1.0,GasA
Unf,0,0,0.0,WD ,Lvl,6120,0.0,6,Min2,TA,CBlock,Normal,1945,0.0,81300,0,BrkSide,Pave,TA,TA,Unf,0,P,1,None,Plywood,1,0,1Story,RM,164.0,Gable,0.0,SBrkr,6,1925.0,CompShg,Norm,TA,0.0,0,2008,N,Norm,No,1995,808,48,30,Gd,Unf,Gd,0,TA,Inside,Gtl,0,69.2075858534085,TA,1.0,0,1,Attchd,0,1Fam,Reg,808,Plywood,5,6,0.0,GasA
Unf,0,0,942.0,WD ,HLS,11700,0.0,6,Min2,TA,CBlock,Normal,1937,0.0,198000,0,Crawfor,Pave,Gd,TA,Unf,1,Y,4,None,Wd Shng,1,0,1.5Fin,RL,240.0,Gable,336.0,SBrkr,7,1937.0,CompShg,Norm,TA,606.0,673,2008,Y,Norm,No,1995,1938,40,50,Ex,BLQ,TA,0,TA,Inside,Mod,0,69.2075858534085,TA,1.0,0,2,Detchd,0,1Fam,IR1,1265,WdShing,5,7,0.0,GasA
Unf,0,115,684.0,WD ,Lvl,6882,0.0,7,Typ,TA,PConc,Normal,1914,0.0,127000,0,IDOTRR,Pave,Gd,TA,Unf,0,Y,3,None,Wd Sdng,1,0,2Story,RM,0.0,Gable,684.0,SBrkr,7,1914.0,CompShg,Norm,TA,0.0,582,2007,Y,Norm,No,2006,1355,0,70,TA,Unf,TA,0,TA,Inside,Gtl,0,60.0,TA,0.0,136,1,Attchd,1,1Fam,Reg,773,Wd Sdng,6,3,0.0,GasA
RFn,0,0,1041.0,WD ,Lvl,7350,0.0,6,Typ,TA,CBlock,Normal,1958,0.0,128000,0,NAmes,Pave,TA,TA,Unf,0,Y,3,None,BrkFace,1,0,1Story,RL,294.0,Hip,1041.0,SBrkr,6,1958.0,CompShg,Norm,TA,0.0,0,2009,Y,Norm,No,1958,1041,0,20,Gd,Unf,TA,0,TA,Inside,Gtl,0,71.0,TA,1.0,0,1,Attchd,0,1Fam,Reg,1041,BrkFace,5,3,0.0,GasA
Unf,0,112,1032.0,COD,Lvl,7741,72.0,5,Typ,TA,BrkTil,Abnorml,1924,0.0,108000,0,OldTown,Pave,TA,Fa,Rec,0,Y,2,None,MetalSd,1,0,1Story,RM,280.0,Gable,817.0,FuseA,5,1995.0,CompShg,Norm,TA,143.0,0,2006,N,Norm,No,1950,1032,0,30,Gd,BLQ,TA,0,TA,Inside,Gtl,0,56.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,1032,MetalSd,6,6,0.0,GasA
Unf,0,34,440.0,WD ,Lvl,4280,0.0,6,Typ,TA,PConc,Normal,1913,0.0,90350,0,Crawfor,Pave,Gd,TA,Unf,1,P,2,None,Stucco,1,0,1Story,RL,352.0,Gable,75.0,SBrkr,4,1990.0,CompShg,Norm,Gd,365.0,0,2007,N,Norm,No,2002,694,0,30,TA,LwQ,TA,0,TA,Inside,Gtl,0,40.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,694,WdShing,5,3,0.0,GasA
RFn,0,0,1008.0,WD ,Lvl,8000,0.0,6,Typ,TA,CBlock,Normal,1970,525.0,240050,0,NWAmes,Pave,TA,TA,Unf,1,Y,4,BrkFace,VinylSd,1,0,2Story,RL,570.0,Gable,93.0,SBrkr,8,1970.0,CompShg,PosA,TA,915.0,1008,2007,Y,Norm,No,1970,2411,192,60,TA,Rec,TA,0,TA,Inside,Gtl,0,80.0,TA,2.0,0,2,Attchd,1,1Fam,Reg,1403,VinylSd,6,6,1.0,GasA
Unf,0,0,923.0,WD ,Lvl,8400,0.0,5,Typ,TA,CBlock,Normal,1955,0.0,116900,0,NAmes,Pave,TA,TA,Unf,2,Y,3,None,MetalSd,1,0,1Story,RL,390.0,Gable,130.0,SBrkr,5,1955.0,CompShg,Norm,TA,793.0,0,2007,Y,Norm,No,1955,925,0,20,TA,BLQ,Gd,0,TA,Corner,Gtl,0,70.0,TA,1.0,81,1,Attchd,0,1Fam,Reg,925,MetalSd,5,3,1.0,GasA
Unf,95,0,1392.0,WD ,Lvl,11341,0.0,6,Mod,TA,CBlock,Normal,1957,180.0,121500,0,Sawyer,Pave,TA,TA,Unf,1,Y,3,BrkFace,Wd Sdng,1,0,1Story,RL,528.0,Hip,90.0,SBrkr,5,1957.0,CompShg,Norm,TA,1302.0,0,2010,Y,Norm,No,1996,1392,0,20,TA,ALQ,TA,0,TA,Inside,Gtl,0,69.2075858534085,Gd,2.0,0,1,Detchd,1,1Fam,IR1,1392,Wd Sdng,5,5,1.0,GasA
Unf,0,0,864.0,WD ,Lvl,9100,0.0,6,Typ,TA,CBlock,Normal,1959,0.0,127500,0,NAmes,Pave,TA,TA,Unf,0,Y,2,None,Wd Sdng,1,0,1Story,RL,300.0,Hip,252.0,SBrkr,5,2008.0,CompShg,Norm,Ex,612.0,0,2009,Y,Norm,No,1959,864,0,20,Ex,Rec,TA,0,Ex,Inside,Gtl,450,70.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,864,Wd Sdng,6,10,0.0,GasA
RFn,0,0,808.0,WD ,Lvl,9636,0.0,5,Typ,TA,PConc,Normal,1992,0.0,178000,0,Gilbert,Pave,TA,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,389.0,Gable,808.0,SBrkr,7,1993.0,CompShg,Norm,TA,0.0,785,2009,Y,Norm,No,1993,1593,40,60,Gd,Unf,TA,0,TA,Corner,Gtl,0,69.2075858534085,Gd,2.0,342,2,BuiltIn,1,1Fam,IR1,808,VinylSd,6,12,0.0,GasA
Unf,0,0,845.0,WD ,Lvl,6600,0.0,6,Typ,TA,CBlock,Normal,1982,0.0,134500,0,Mitchel,Pave,Gd,TA,Unf,0,Y,3,None,Plywood,1,0,1Story,RL,264.0,Gable,207.0,SBrkr,6,1982.0,CompShg,Norm,TA,638.0,0,2008,Y,Norm,No,2005,845,0,20,Gd,GLQ,TA,0,TA,Inside,Gtl,0,60.0,TA,1.0,0,1,Attchd,0,1Fam,Reg,845,HdBoard,5,7,0.0,GasA
Unf,200,0,629.0,COD,HLS,9140,0.0,5,Typ,TA,BrkTil,Normal,1921,0.0,110000,0,IDOTRR,Pave,TA,TA,Unf,0,Y,2,None,Wd Sdng,1,0,1.5Fin,RM,625.0,Gable,321.0,SBrkr,5,1950.0,CompShg,Norm,TA,308.0,380,2010,Y,Norm,Mn,1975,1107,56,50,Fa,BLQ,TA,0,TA,Inside,Gtl,0,50.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,727,Wd Sdng,6,4,0.0,GasA
Fin,0,0,1145.0,WD ,Lvl,3203,0.0,5,Typ,Gd,PConc,Normal,2006,14.0,160000,0,Blmngtn,Pave,Gd,TA,Unf,0,Y,2,BrkFace,VinylSd,1,0,1Story,RL,437.0,Gable,1129.0,SBrkr,6,2006.0,CompShg,Norm,TA,16.0,0,2010,Y,Norm,Av,2006,1145,116,120,Ex,GLQ,TA,0,TA,Inside,Gtl,0,43.0,Gd,2.0,100,2,Attchd,0,TwnhsE,Reg,1145,VinylSd,7,1,0.0,GasA
RFn,0,0,1150.0,WD ,Lvl,7945,506.0,6,Typ,TA,CBlock,Normal,1959,0.0,141000,0,NAmes,Pave,TA,TA,BLQ,0,Y,3,None,Wd Sdng,1,0,1Story,RL,300.0,Gable,465.0,FuseA,6,1959.0,CompShg,Norm,TA,179.0,0,2006,Y,Norm,No,1959,1150,0,20,Ex,ALQ,TA,0,TA,Inside,Gtl,0,70.0,TA,1.0,0,1,Attchd,0,1Fam,Reg,1150,BrkFace,5,5,1.0,GasA
Unf,0,0,624.0,WD ,Lvl,6956,0.0,7,Typ,TA,CBlock,Normal,1948,0.0,97900,0,Edwards,Pave,TA,TA,Unf,0,Y,3,None,VinylSd,1,0,1.5Fin,RL,265.0,Gable,624.0,SBrkr,5,1948.0,CompShg,Norm,TA,0.0,312,2006,Y,Norm,Mn,1950,936,0,50,Ex,Unf,Gd,0,Po,Inside,Gtl,0,56.0,Fa,1.0,0,1,Attchd,0,1Fam,Reg,624,VinylSd,4,4,0.0,GasA
Unf,0,0,768.0,New,Lvl,15810,0.0,5,Typ,Gd,CBlock,Partial,2007,98.53978494623657,181755,0,Gilbert,Pave,Gd,TA,Unf,0,Y,3,None,VinylSd,1,0,2Story,RL,572.0,Gable,768.0,SBrkr,7,2007.0,CompShg,RRAn,TA,0.0,728,2007,Y,Norm,No,2007,1496,0,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,59.0,Gd,2.0,100,3,Attchd,0,1Fam,IR1,768,VinylSd,6,5,0.0,GasA
Fin,0,0,1080.0,WD ,Lvl,31770,0.0,5,Typ,TA,CBlock,Normal,1960,112.0,215000,0,NAmes,Pave,TA,Gd,Unf,2,P,3,Stone,Plywood,1,0,1Story,RL,528.0,Hip,441.0,SBrkr,7,1960.0,CompShg,Norm,TA,639.0,0,2010,Y,Norm,Gd,1960,1656,62,20,Fa,BLQ,TA,0,TA,Corner,Gtl,0,141.0,TA,2.0,210,1,Attchd,0,1Fam,IR1,1656,BrkFace,6,5,1.0,GasA
Unf,0,0,672.0,WD ,Lvl,2160,0.0,5,Typ,Gd,PConc,Normal,1999,216.0,170000,0,Somerst,Pave,Gd,TA,Unf,0,Y,3,BrkFace,VinylSd,1,0,SLvl,FV,462.0,Gable,72.0,SBrkr,5,1999.0,CompShg,Norm,TA,600.0,720,2008,Y,Norm,No,2000,1404,0,160,Ex,GLQ,TA,0,TA,Inside,Gtl,0,24.0,Gd,2.0,20,2,Detchd,1,Twnhs,Reg,684,VinylSd,7,6,1.0,GasA
Unf,0,112,432.0,WD ,Low,8534,0.0,4,Min1,TA,BrkTil,Normal,1925,0.0,72000,0,IDOTRR,Pave,TA,TA,Unf,0,N,2,None,Wd Sdng,1,0,1Story,RM,0.0,Gable,432.0,FuseA,4,1925.0,CompShg,Norm,TA,0.0,0,2006,N,Norm,No,1950,672,0,30,TA,Unf,TA,0,TA,Inside,Gtl,0,61.0,Fa,0.0,0,1,Attchd,0,1Fam,Reg,672,Wd Sdng,4,6,0.0,GasA
Fin,0,0,945.0,WD ,Lvl,10179,0.0,5,Typ,TA,PConc,Normal,1997,0.0,189500,0,Gilbert,Pave,TA,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,470.0,Gable,98.0,SBrkr,7,1997.0,CompShg,Norm,TA,847.0,663,2009,Y,Norm,No,1997,1608,30,60,Ex,ALQ,TA,0,TA,Corner,Gtl,0,88.0,Gd,2.0,252,2,Attchd,1,1Fam,IR1,945,VinylSd,6,7,0.0,GasA
Fin,0,0,1463.0,WD ,Low,14753,0.0,5,Typ,TA,PConc,Normal,1998,0.0,207000,0,CollgCr,Pave,TA,TA,Unf,0,Y,3,None,VinylSd,1,0,1Story,RL,539.0,Gable,513.0,SBrkr,5,1998.0,CompShg,PosN,TA,950.0,0,2009,Y,Norm,Mn,1998,1463,81,20,Ex,GLQ,TA,0,TA,Inside,Gtl,0,65.0,Gd,2.0,0,2,Attchd,0,1Fam,IR2,1463,VinylSd,7,12,1.0,GasA
Unf,0,0,931.0,WD ,Lvl,7763,108.0,7,Typ,TA,CBlock,Normal,1962,0.0,140000,0,NAmes,Pave,TA,TA,BLQ,0,Y,3,None,MetalSd,1,0,1Story,RL,506.0,Gable,319.0,SBrkr,6,1980.0,CompShg,Norm,TA,504.0,0,2008,Y,Norm,No,1980,1283,0,20,TA,Rec,Gd,0,TA,Inside,Gtl,0,70.0,TA,2.0,0,1,Detchd,0,1Fam,Reg,1283,MetalSd,5,10,1.0,GasA
Fin,0,0,1689.0,New,HLS,8368,0.0,5,Typ,Gd,PConc,Partial,2006,0.0,231713,0,Timber,Pave,Gd,TA,Unf,0,Y,3,None,VinylSd,1,0,1Story,RL,433.0,Gable,1689.0,SBrkr,7,2007.0,CompShg,Norm,TA,0.0,0,2007,Y,Norm,No,2007,1689,39,20,Ex,Unf,TA,0,TA,Inside,Gtl,0,67.0,Gd,2.0,100,2,Attchd,0,1Fam,IR1,1689,VinylSd,7,4,0.0,GasA
Fin,0,0,847.0,WD ,Lvl,12394,0.0,5,Typ,Gd,PConc,Family,2003,0.0,225000,0,Gilbert,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,433.0,Gable,847.0,SBrkr,7,2003.0,CompShg,Norm,TA,0.0,886,2007,Y,Norm,Gd,2003,1733,48,60,Ex,Unf,TA,0,TA,Corner,Gtl,0,69.2075858534085,Gd,2.0,100,2,BuiltIn,1,1Fam,IR1,847,VinylSd,7,10,0.0,GasA
RFn,0,0,1196.0,WD ,Lvl,9000,0.0,5,Typ,TA,CBlock,Normal,1956,74.0,139000,0,NAmes,Pave,TA,TA,Unf,1,Y,2,BrkFace,Wd Sdng,1,0,1Story,RL,297.0,Gable,580.0,FuseA,6,1956.0,CompShg,Norm,TA,616.0,0,2008,Y,Norm,No,1956,1196,44,20,Gd,LwQ,TA,0,TA,Inside,Gtl,0,72.0,Gd,1.0,0,1,Attchd,0,1Fam,Reg,1196,Wd Sdng,6,5,1.0,GasA
Unf,0,0,793.0,WD ,Lvl,8480,0.0,6,Typ,TA,CBlock,Normal,1945,0.0,113000,0,NAmes,Pave,Fa,TA,Unf,0,Y,2,None,MetalSd,1,0,1Story,RL,240.0,Gable,93.0,SBrkr,4,1945.0,CompShg,Norm,TA,700.0,0,2009,Y,Norm,No,1950,793,0,30,TA,BLQ,Gd,0,TA,Corner,Gtl,0,80.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,793,MetalSd,5,8,1.0,GasA
RFn,0,0,1179.0,WD ,Lvl,8400,0.0,5,Typ,TA,CBlock,Normal,1957,0.0,132000,0,NAmes,Pave,TA,TA,Unf,1,Y,3,None,BrkFace,1,0,1Story,RL,331.0,Gable,556.0,SBrkr,6,1957.0,CompShg,Feedr,TA,623.0,0,2006,Y,Norm,Mn,1957,1364,60,20,Gd,BLQ,TA,0,TA,Corner,Gtl,0,70.0,Fa,1.0,0,1,Attchd,1,1Fam,Reg,1364,BrkFace,5,3,0.0,GasA
Unf,0,0,756.0,WD ,Lvl,6120,0.0,6,Typ,TA,BrkTil,Normal,1926,0.0,132500,0,BrkSide,Pave,Gd,TA,Unf,0,Y,2,None,Wd Sdng,1,0,1.5Fin,RM,379.0,Gable,405.0,FuseA,6,1926.0,CompShg,Norm,TA,351.0,378,2007,Y,Norm,No,1950,1281,0,50,Gd,ALQ,TA,0,TA,Inside,Gtl,0,51.0,TA,2.0,25,1,Detchd,0,1Fam,Reg,903,Wd Sdng,5,8,1.0,GasA
Unf,0,55,741.0,WD ,Lvl,6120,0.0,7,Typ,TA,BrkTil,Normal,1930,0.0,110000,0,BrkSide,Pave,Gd,TA,Unf,0,Y,3,None,MetalSd,1,0,1.5Fin,RM,180.0,Gable,741.0,SBrkr,7,1930.0,CompShg,Norm,Fa,0.0,583,2006,Y,Norm,No,1984,1324,0,50,Gd,Unf,Gd,0,TA,Inside,Gtl,0,51.0,TA,1.0,0,1,Detchd,0,1Fam,Reg,741,MetalSd,5,2,0.0,GasA
RFn,0,0,853.0,WD ,Lvl,12352,0.0,5,Typ,Gd,PConc,Normal,1998,290.0,217000,0,CollgCr,Pave,TA,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,2Story,RL,534.0,Gable,215.0,SBrkr,7,1998.0,CompShg,Norm,TA,638.0,900,2007,Y,Norm,No,1999,1753,74,60,Ex,GLQ,TA,0,TA,CulDSac,Gtl,0,43.0,Gd,2.0,0,2,Attchd,1,1Fam,IR2,853,VinylSd,7,3,1.0,GasA
Unf,0,0,1008.0,WD ,Lvl,12518,0.0,7,Typ,TA,CBlock,Normal,1968,182.0,139500,0,Mitchel,Pave,Gd,TA,Unf,0,Y,3,BrkFace,HdBoard,1,0,1Story,RL,384.0,Gable,476.0,SBrkr,6,1968.0,CompShg,Norm,TA,532.0,0,2009,Y,Norm,No,1968,1008,0,20,Gd,ALQ,TA,0,TA,Inside,Gtl,0,75.0,TA,1.0,144,1,Attchd,0,1Fam,IR1,1008,HdBoard,5,4,0.0,GasA
Fin,208,0,1420.0,WD ,Lvl,12511,0.0,7,Min2,Gd,PConc,Normal,1978,168.0,292500,0,NWAmes,Pave,Gd,TA,Unf,2,Y,4,BrkFace,Plywood,1,0,2Story,RL,1314.0,Mansard,432.0,SBrkr,8,1978.0,WdShake,Norm,TA,988.0,1420,2008,Y,Norm,No,1978,2840,16,60,Ex,ALQ,TA,0,Gd,Corner,Gtl,0,69.2075858534085,Gd,4.0,0,2,Attchd,1,1Fam,IR1,1420,Plywood,7,12,0.0,GasA
Fin,0,0,6110.0,New,Bnk,63887,0.0,5,Typ,Ex,PConc,Partial,2008,796.0,160000,480,Edwards,Pave,Ex,TA,Unf,3,Y,3,Stone,Stucco,1,0,2Story,RL,1418.0,Hip,466.0,SBrkr,12,2008.0,ClyTile,Feedr,TA,5644.0,950,2008,Y,Norm,Gd,2008,5642,292,60,Ex,GLQ,TA,0,TA,Corner,Gtl,0,313.0,Ex,2.0,214,2,Attchd,1,1Fam,IR3,4692,Stucco,10,1,2.0,GasA
Fin,0,0,1066.0,WD ,Lvl,10790,0.0,5,Typ,Gd,PConc,Normal,1998,275.0,252000,0,NoRidge,Pave,Gd,TA,Unf,1,Y,4,BrkFace,VinylSd,1,0,2Story,RL,600.0,Gable,1066.0,SBrkr,8,1998.0,CompShg,Norm,TA,0.0,1277,2007,Y,Norm,No,1998,2385,38,60,Ex,Unf,TA,0,TA,Inside,Gtl,0,83.0,Gd,3.0,120,2,BuiltIn,1,1Fam,Reg,1108,VinylSd,7,5,0.0,GasA
Unf,0,0,864.0,COD,HLS,8172,0.0,5,Typ,TA,CBlock,Family,1955,0.0,79275,0,Edwards,Pave,TA,TA,Unf,0,N,3,None,Plywood,1,0,1Story,RL,528.0,Gable,182.0,SBrkr,5,1996.0,CompShg,Norm,TA,682.0,0,2007,Y,Norm,No,1955,864,0,20,TA,ALQ,TA,0,TA,Inside,Gtl,0,60.0,TA,2.0,196,1,Detchd,0,1Fam,Reg,864,WdShing,4,10,1.0,GasA
Unf,0,60,1108.0,WD ,Bnk,7793,0.0,7,Typ,TA,BrkTil,Normal,1922,0.0,209500,0,BrkSide,Pave,Gd,TA,Unf,1,Y,3,None,Wd Sdng,1,0,2.5Unf,RL,315.0,Gable,634.0,FuseA,8,1928.0,CompShg,Norm,TA,474.0,908,2010,N,Norm,No,2005,2068,0,75,TA,BLQ,TA,0,TA,Corner,Gtl,0,69.2075858534085,Gd,1.0,0,1,Detchd,1,1Fam,IR1,1160,Wd Sdng,7,5,0.0,GasA
Fin,0,0,1496.0,WD ,Low,12327,0.0,8,Min2,Gd,CBlock,Normal,1983,0.0,316600,0,SawyerW,Pave,Gd,TA,Unf,1,Y,1,None,Wd Sdng,1,0,1.5Fin,RL,612.0,Gable,55.0,SBrkr,5,1983.0,CompShg,Norm,Gd,1441.0,636,2009,Y,Norm,Gd,2009,2132,40,50,Ex,GLQ,TA,0,TA,Inside,Mod,0,79.0,Gd,2.0,349,1,BuiltIn,1,1Fam,IR1,1496,Wd Sdng,8,9,1.0,GasA
Unf,0,202,840.0,WD ,Lvl,5790,0.0,6,Typ,Gd,CBlock,Normal,1915,0.0,107400,0,OldTown,Pave,TA,TA,Unf,0,Y,3,None,VinylSd,2,0,2Story,RM,379.0,Gambrel,840.0,SBrkr,8,1915.0,CompShg,Norm,TA,0.0,765,2010,N,Norm,No,1950,1605,0,50,Gd,Unf,Gd,0,TA,Corner,Gtl,0,60.0,Fa,1.0,0,2,Detchd,0,1Fam,Reg,840,VinylSd,3,5,0.0,GasA
Unf,0,0,894.0,WD ,Lvl,8450,117.0,8,Typ,TA,CBlock,Normal,1965,0.0,138500,0,Sawyer,Pave,TA,TA,BLQ,1,Y,3,None,MetalSd,1,0,1Story,RL,336.0,Gable,224.0,SBrkr,5,1973.0,CompShg,RRAe,TA,553.0,0,2010,Y,Norm,No,2009,894,144,20,Ex,GLQ,Gd,0,TA,Inside,Gtl,0,65.0,TA,1.0,416,1,Detchd,0,1Fam,Reg,894,MetalSd,5,4,1.0,GasA
Fin,0,0,1056.0,WD ,Bnk,13600,912.0,6,Typ,TA,CBlock,Normal,1955,0.0,125000,0,NAmes,Pave,TA,TA,BLQ,0,Y,3,None,HdBoard,1,0,1Story,RL,300.0,Gable,0.0,SBrkr,6,1955.0,CompShg,Norm,TA,144.0,0,2006,Y,Norm,No,1955,1056,0,20,Gd,Rec,TA,0,TA,Inside,Gtl,650,80.0,TA,1.0,0,1,Attchd,1,1Fam,Reg,1056,HdBoard,5,11,1.0,GasA
RFn,0,116,850.0,WD ,Bnk,6978,0.0,7,Typ,Gd,BrkTil,Normal,1926,0.0,103000,0,OldTown,Pave,TA,TA,Unf,0,Y,2,None,MetalSd,1,0,1Story,RM,576.0,Gable,850.0,SBrkr,5,1981.0,CompShg,Artery,TA,0.0,0,2007,Y,Norm,No,1980,960,0,30,TA,Unf,Gd,0,TA,Inside,Gtl,0,60.0,TA,2.0,0,1,Detchd,0,1Fam,Reg,960,MetalSd,5,4,0.0,GasA
Fin,115,0,1700.0,New,HLS,13751,0.0,5,Typ,Gd,PConc,Partial,2005,248.0,309000,0,Gilbert,Pave,Gd,TA,Unf,1,Y,3,BrkFace,VinylSd,1,0,2Story,RL,773.0,Gable,1640.0,SBrkr,9,2006.0,CompShg,Norm,TA,60.0,512,2006,Y,Norm,Av,2006,2212,38,60,Ex,GLQ,TA,0,TA,CulDSac,Gtl,0,42.0,Gd,3.0,237,2,Attchd,1,1Fam,IR1,1700,VinylSd,7,5,1.0,GasA
Fin,0,0,1418.0,WD ,Lvl,7380,0.0,5,Typ,TA,PConc,Normal,1998,0.0,240000,0,StoneBr,Pave,TA,TA,Unf,0,Y,2,None,CmentBd,1,0,1Story,RL,495.0,Gable,1077.0,SBrkr,5,1998.0,CompShg,Norm,TA,341.0,0,2009,Y,Norm,Av,1998,1478,43,120,Ex,GLQ,TA,0,TA,Corner,Gtl,0,61.0,Gd,2.0,168,2,Attchd,0,1Fam,IR1,1478,CemntBd,8,7,1.0,GasA
RFn,0,156,1040.0,WD ,Lvl,11500,60.0,4,Min1,Fa,CBlock,Normal,1967,0.0,163000,0,NAmes,Pave,TA,Fa,Rec,1,Y,3,None,HdBoard,1,0,1Story,RL,480.0,Gable,108.0,SBrkr,6,1967.0,CompShg,Norm,TA,872.0,0,2009,Y,Norm,No,1967,1040,0,20,Gd,BLQ,TA,0,TA,Inside,Gtl,0,77.0,TA,2.0,0,1,Attchd,0,1Fam,IR1,1040,HdBoard,6,5,1.0,GasA
Fin,322,0,1017.0,WD ,Lvl,11500,0.0,7,Typ,Gd,CBlock,Normal,1936,0.0,250000,0,Crawfor,Pave,Gd,TA,Unf,1,Y,3,None,BrkFace,1,0,1.5Fin,RL,180.0,Gable,794.0,SBrkr,6,1936.0,CompShg,Norm,Fa,223.0,1037,2006,Y,Norm,No,1987,2057,0,50,Gd,Rec,TA,0,TA,Inside,Gtl,0,86.0,Gd,1.0,0,1,Attchd,1,1Fam,IR1,1020,BrkFace,7,6,0.0,GasA
Unf,0,150,782.0,WD ,Lvl,17360,0.0,6,Typ,TA,CBlock,Normal,1949,340.0,172500,0,NAmes,Pave,TA,TA,Unf,1,Y,3,Stone,MetalSd,1,0,1.5Fin,RL,470.0,Gable,482.0,SBrkr,6,1949.0,CompShg,Artery,TA,300.0,537,2010,Y,Norm,No,1950,1556,0,50,TA,Rec,Gd,0,TA,Corner,Gtl,0,120.0,TA,2.0,0,2,Attchd,0,1Fam,Reg,1019,MetalSd,6,1,0.0,GasA
Fin,0,0,1152.0,WD ,Lvl,12961,0.0,5,Typ,Gd,PConc,Normal,1993,0.0,231000,0,Mitchel,Pave,Gd,TA,Unf,1,Y,3,None,VinylSd,1,0,2Story,RL,616.0,Gable,208.0,SBrkr,7,1993.0,CompShg,Norm,TA,944.0,645,2010,Y,Norm,Mn,1994,1797,312,60,Ex,GLQ,Gd,0,TA,Inside,Gtl,0,74.0,Gd,2.0,162,2,Attchd,1,1Fam,Reg,1152,VinylSd,6,3,1.0,GasA
